recall_id,clause_id,clause_text,rephrased_text
60a252db049918aa001fe65a,6,and the instructor also did not pay attention to him.,while the coach likewise ignored his plight.
60abcd6f3e5efd9fca235828,1,I was in the boy scouts,I participated in the boy scouts
60abcd6f3e5efd9fca235828,2,doing the 50 yard dash.,engaging in the 50-yard sprint.
60abcd6f3e5efd9fca235828,3,I got cramps.,Cramps afflicted me.
60abcd6f3e5efd9fca235828,4,I was trying,My efforts were focused
60abcd6f3e5efd9fca235828,5,to get The scouts masters attention.,on capturing the scout master's notice.
60b1e7e6954431450a63e847,1,"Yeh,","Yep,"
60b1e7e6954431450a63e847,2,"I was in the boy scouts,","I participated in the boy scouts,"
60b1e7e6954431450a63e847,3,"we did the 50-yard dash,","where we competed in the 50-yard dash,"
60b1e7e6954431450a63e847,4,"we were going up and down and up doing the 50-yard dash,","zigzagging back and forth in the 50-yard dash,"
60b1e7e6954431450a63e847,5,i caught cramps,I ended up with cramps
60b1e7e6954431450a63e847,6,and yelled help,and I shouted for help
60b1e7e6954431450a63e847,7,but they didnt believe me,yet they dismissed my cries
60b1e7e6954431450a63e847,8,"cause i was slow or behind,","thinking I was just slow or trailing,"
60b1e7e6954431450a63e847,9,the scout master was there,the scout leader was present
60b1e7e6954431450a63e847,10,but he didnt pay me any attention either.,but he too ignored my plight.
60b1e7e6954431450a63e847,11,But a man who was there for no reason,"However, a bystander with no particular purpose"
60b1e7e6954431450a63e847,12,had just walked up,who had recently approached
60b1e7e6954431450a63e847,13,and jumped in to get me.,leapt into action to assist me.
60bba0e7ce457da5179949c5,1,The boy was in the boy scouts,The young scout was part of the boy scouts organization
60bba0e7ce457da5179949c5,2,and he was out on a trip with the group.,participating in an excursion with his fellow members.
60bba0e7ce457da5179949c5,3,He got a stitch,He experienced a sharp pain in his side
60bba0e7ce457da5179949c5,4,and cried for help,and called out for assistance
60bba0e7ce457da5179949c5,5,but the Scoutmaster ignored him.,yet the Scoutmaster paid no attention to his plight.
60bba0e7ce457da5179949c5,6,Before he knew it,"Suddenly, without warning"
60bba0e7ce457da5179949c5,7,someone ran up,an individual approached swiftly
60bba0e7ce457da5179949c5,8,and grabbed him.,and seized him.
60bbf9e1cfcce5b0382bf9b1,1,"We was doing the 50 yard dash,","We were engaged in the 50-yard dash,"
60bbf9e1cfcce5b0382bf9b1,2,dash the 50 yard sprint down the field,sprinting the 50-yard distance across the field
60bbf9e1cfcce5b0382bf9b1,3,we did pushups,we performed push-ups
60c00052c391140811ca1d54,1,he was in the boyscout,He belonged to the boy scouts
60c00052c391140811ca1d54,2,and they were doing the 50-yard dash,where they engaged in a 50-yard sprint
60c00052c391140811ca1d54,3,racing up and down,sprinting to and fro
60c00052c391140811ca1d54,4,and back.,then returning.
60c00052c391140811ca1d54,5,there were 8 to 9 of them,There were about eight or nine participants
60c00052c391140811ca1d54,6,and suddenly during the game,"and abruptly, in the midst of the activity"
60c00052c391140811ca1d54,7,he fell,he stumbled
60c00052c391140811ca1d54,8,and all the other opponents passed him,allowing his competitors to overtake him
60c00052c391140811ca1d54,9,when he cried for help,as he called out for assistance
60c00052c391140811ca1d54,10,reason being they thought he just wanted to catch up,they assumed he was merely trying to gain an advantage
60c00052c391140811ca1d54,11,because he was slower than the rest.,since he was not as fast as the others.
60c00052c391140811ca1d54,12,until one of them caught up with him,"eventually, one peer realized his plight"
60c00052c391140811ca1d54,13,and helped him,and offered him aid
60c00052c391140811ca1d54,14,even after being ignored by everyone.,despite being disregarded by the rest.
60cf6ac511be7d68ef982d47,1,a boy in the boy scouts,A scout member
60cf6ac511be7d68ef982d47,2,was competing in a race,participated in a competition
60cf6ac511be7d68ef982d47,3,with 8 or 9 others,alongside eight or nine competitors
60cf6ac511be7d68ef982d47,4,on a pier,atop a dock
60cf6ac511be7d68ef982d47,5,when he started to fall back.,as he began to lag behind.
60cf6ac511be7d68ef982d47,6,the other kept running,The rest continued to sprint ahead
60cf6ac511be7d68ef982d47,7,as they thought he slowed down,believing he had reduced his pace
60cf6ac511be7d68ef982d47,8,and the scout master didn't do anything either.,while the scout leader remained inactive.
60cf6ac511be7d68ef982d47,9,suddenly somebody grabbed him,"Out of nowhere, someone seized him"
60cf6ac511be7d68ef982d47,10,to stop him falling any further.,preventing him from slipping back more.
60e845f301f5a5901200baf4,1,A boy was with the scoutmaster,The lad accompanied the scout leader
60e845f301f5a5901200baf4,2,and he was going up and down,as he ascended and descended repeatedly
60e845f301f5a5901200baf4,3,and on the third time of going up the pier,and upon his third ascent of the dock
60e845f301f5a5901200baf4,4,he had cramps,he experienced muscle spasms
60e845f301f5a5901200baf4,5,and shouted 'help',and cried out for assistance
60e845f301f5a5901200baf4,6,"but no-one believed him,","yet nobody took his plea seriously,"
60e845f301f5a5901200baf4,7,even the scoutmaster looked on,with the scout leader merely observing
60e845f301f5a5901200baf4,8,by until this guy came out of nowhere,until a stranger emerged abruptly
60e845f301f5a5901200baf4,9,and grabbed the boy,and seized the youngster
60e845f301f5a5901200baf4,10,and saved him.,rescuing him from danger.
60fd25fde23a5230697fcead,1,"You know,","You're aware,"
60fd25fde23a5230697fcead,2,I was in the boyscouts,I participated in the boy scouts
60fd25fde23a5230697fcead,3,"and we was doing the 50-yard dash,","where we engaged in the 50-yard sprint,"
60fd25fde23a5230697fcead,4,"you know,","you understand,"
60fd25fde23a5230697fcead,5,but we was at the pier doing the 50-yard dash.,except we were at the dock sprinting the 50 yards.
60fd25fde23a5230697fcead,6,We was running up and down,We were sprinting back and forth
60fd25fde23a5230697fcead,7,and then I started yelling “CRAMP”,when suddenly I started shouting 'CRAMP'
60fd25fde23a5230697fcead,8,"but no one believed me,","yet nobody took me seriously,"
60fd25fde23a5230697fcead,9,they thought I was lying,they assumed I was just making it up
60fd25fde23a5230697fcead,10,because I was far behind.,since I was trailing behind.
60fd25fde23a5230697fcead,11,The scoutmaster was up high,The scout leader was positioned higher up
60fd25fde23a5230697fcead,12,but he didn’t pay me no attention.,but he disregarded me completely.
60fd25fde23a5230697fcead,13,And then out of nowhere,"Then, unexpectedly"
60fd25fde23a5230697fcead,14,someone joins and jumps me.,an individual appears and tackles me.
60fd3ab1157a5701a2cc3468,1,"in the boy scouts,","Within the Boy Scouts group,"
60fd3ab1157a5701a2cc3468,2,"50 yard dash,","during the 50-yard sprint,"
60fd3ab1157a5701a2cc3468,3,"got left behind,","he was left trailing,"
60fd3ab1157a5701a2cc3468,4,"scout leader didn't help,","the Scoutmaster offered no assistance,"
60fd3ab1157a5701a2cc3468,5,was another man there,another individual was present
60fd3ab1157a5701a2cc3468,6,no for reason.,without any apparent reason.
6102e4f5caf1aed4d071c696,1,Yeah I was in the boy scouts,"Indeed, I participated in the boy scouts"
6102e4f5caf1aed4d071c696,2,"and we were racing,","where we engaged in competition,"
6102e4f5caf1aed4d071c696,3,"we were running the 50 yard dash,","sprinting in the 50-yard dash,"
6102e4f5caf1aed4d071c696,4,yeah running up and down,indeed sprinting back and forth
6102e4f5caf1aed4d071c696,5,and back up a hill,ascending and descending a hill
6102e4f5caf1aed4d071c696,6,and we was on a pier,and we were on a dock
6102e4f5caf1aed4d071c696,7,and it was marked off,which was clearly demarcated
6102e4f5caf1aed4d071c696,8,and yeah we was running the 50 yard dash,and indeed we were sprinting the 50-yard dash
6102e4f5caf1aed4d071c696,9,and i ran up and down,and I sprinted up and down
6102e4f5caf1aed4d071c696,10,and third time coming back up i caught a cramp,"and on the third ascent, I developed a cramp"
6102e4f5caf1aed4d071c696,11,"and i was going down,","and I started to collapse,"
6102e4f5caf1aed4d071c696,12,yeah i was going down,"indeed, I was collapsing"
6102e4f5caf1aed4d071c696,13,and the other boy scouts thought i was faking,and my fellow scouts suspected I was pretending
6102e4f5caf1aed4d071c696,14,and trying to catch up,attempting to gain an advantage
6102e4f5caf1aed4d071c696,15,but i was really cramping,"but in truth, I was experiencing a cramp"
6102e4f5caf1aed4d071c696,16,and the boy scout leader was at the top of the hill watching,with the scout leader observing from the hill's summit
6102e4f5caf1aed4d071c696,17,"and he didnt do a thing,","and he remained inactive,"
6102e4f5caf1aed4d071c696,18,yeah he did not do anything,"indeed, he took no action"
6102e4f5caf1aed4d071c696,19,and another man had jumped the fence,while a different individual leaped over the fence
6102e4f5caf1aed4d071c696,20,and he came up.,and he approached.
61059784fd4a489bfad21fcd,1,"The scouts were doing a 50 yard dash backwards and forwards on a roped off area of the pier,","Scouts engaged in a back-and-forth 50-yard dash within a designated section of the pier, cordoned by ropes,"
61059784fd4a489bfad21fcd,2,he got cramp,"he experienced a muscle cramp,"
61059784fd4a489bfad21fcd,3,"the others thought he was just slowing down,","his peers assumed he was merely reducing his speed,"
61059784fd4a489bfad21fcd,4,the scoutmaster paid no attention,"the leader of the scouts disregarded the situation,"
61059784fd4a489bfad21fcd,5,but another man saw,"yet a different individual noticed,"
61059784fd4a489bfad21fcd,6,and jumped down,"promptly leaped off,"
61059784fd4a489bfad21fcd,7,and grabbed him.,and seized him.
610eed701307b477c5f8771e,1,"yeh,","Yep,"
610eed701307b477c5f8771e,2,when i was in boy scouts,"back when I participated in the boy scouts,"
610eed701307b477c5f8771e,3,"we was doing a dash,","we engaged in a sprint,"
610eed701307b477c5f8771e,4,"racing,","competing in a race,"
610eed701307b477c5f8771e,5,and we was going down,as we were descending
610eed701307b477c5f8771e,6,"and going down,","continuing to go down,"
610eed701307b477c5f8771e,7,but I got a cramp,"suddenly I felt a cramp,"
610eed701307b477c5f8771e,8,"and yelled ""Help!""","and I cried out, ""Assistance!"""
610eed701307b477c5f8771e,9,but the other boys thought I was slowing down,"yet my fellow scouts assumed I was just falling behind,"
610eed701307b477c5f8771e,10,or not going,"or failing to keep up,"
610eed701307b477c5f8771e,11,"and the scoutsmaster didn't help,","and the scoutmaster offered no assistance,"
610eed701307b477c5f8771e,12,but then a man jumped over,until a man leaped over
610eed701307b477c5f8771e,13,and grabbed me.,and seized me.
6130db53a8123c2c3700f988,1,There was a run/race,A competition took place
6130db53a8123c2c3700f988,2,in the boy scouts,among the boy scouts
6130db53a8123c2c3700f988,3,on the pier.,at the dockside.
6130db53a8123c2c3700f988,4,There was about 8 or 9 boys,Roughly eight or nine boys
6130db53a8123c2c3700f988,5,taking part.,were participating.
6130db53a8123c2c3700f988,6,They were running back and forth,They sprinted to and fro
6130db53a8123c2c3700f988,7,and the main boy got cramp,when the lead boy developed a cramp
6130db53a8123c2c3700f988,8,in his leg.,in his muscle.
6130db53a8123c2c3700f988,9,"Potentially, the other boys did not believe",It's possible that the others doubted
6130db53a8123c2c3700f988,10,the cramp was real,the authenticity of the cramp
6130db53a8123c2c3700f988,11,or they did not want to stop,or they were unwilling to halt
6130db53a8123c2c3700f988,12,to help,for assistance
6130db53a8123c2c3700f988,13,as it would mean they could lose the race.,since it could jeopardize their chance of winning.
6130db53a8123c2c3700f988,14,Even the scout master did not pay,Not even the scout leader gave
6130db53a8123c2c3700f988,15,the boy any attention.,any heed to the stricken boy.
628e3b1df14fee48e3b118b8,1,yeh,Indeed
628e3b1df14fee48e3b118b8,2,i was in the Boy Scouts at the time,"At that period, I was a member of the Boy Scouts"
628e3b1df14fee48e3b118b8,3,"and we was doing the 50-yard dash,","engaged in a 50-yard sprint competition,"
628e3b1df14fee48e3b118b8,4,"racing,",competing
628e3b1df14fee48e3b118b8,5,"but we was at the pier,","with the location being the pier,"
628e3b1df14fee48e3b118b8,6,marked off,clearly delineated
628e3b1df14fee48e3b118b8,7,and so we,"thus, our group"
628e3b1df14fee48e3b118b8,8,The person in the boy scouts,A scout from our troop
628e3b1df14fee48e3b118b8,9,was probably being harassed.,was likely facing harassment.
62b47e0c29438e8654ef9938,1,I was in the boy scouts,I participated in the boy scouts
62b47e0c29438e8654ef9938,2,doing a run with 8 or 9 others.,engaged in a jog alongside eight or nine peers.
62b47e0c29438e8654ef9938,3,On the 3rd time,During the third lap
62b47e0c29438e8654ef9938,4,I went down with cramps,I succumbed to muscle cramps
62b47e0c29438e8654ef9938,5,"and they all left me behind,","and they all proceeded without me,"
62b47e0c29438e8654ef9938,6,despite shouting for help.,even though I called out for assistance.
62b47e0c29438e8654ef9938,7,The scoutmaster also didn't help,The scout leader offered no assistance either
62b47e0c29438e8654ef9938,8,but some stranger did come over,yet a random passerby approached
62b47e0c29438e8654ef9938,9,to help me eventually.,and ultimately provided me with aid.
62ceb5cfb6888fc7fabe1c20,1,A person tells the story,An individual recounts the tale
62ceb5cfb6888fc7fabe1c20,2,of how he was in the Boy Scouts,of his time with the Boy Scouts
62ceb5cfb6888fc7fabe1c20,3,"and he did the 50-yard dash in the pier,","where he performed a 50-yard sprint on the dock,"
62ceb5cfb6888fc7fabe1c20,4,and how he was left by his group,and describes being abandoned by his peers
62ceb5cfb6888fc7fabe1c20,5,"and, despite asking for help from his Scoutmaster,","and, even after seeking assistance from his Scoutmaster,"
62ceb5cfb6888fc7fabe1c20,6,everyone left him.,he was deserted by everyone.
62ceb5cfb6888fc7fabe1c20,7,He was then grabbed by someone.,"Subsequently, he was seized by a person."
630492ce98f024b7188676df,1,yeah,Indeed
630492ce98f024b7188676df,2,i was in the boy scouts,I participated in the Boy Scouts
630492ce98f024b7188676df,3,doing the 50 yard dash,engaging in a 50-yard sprint
630492ce98f024b7188676df,4,down by the pier,near the waterfront
630492ce98f024b7188676df,5,the 50 yard dash,that 50-yard sprint
630492ce98f024b7188676df,6,there were 8 or 9 of us,with seven or eight others
630492ce98f024b7188676df,7,and something about paying attention,and it involved focusing closely
630492ce98f024b7188676df,8,then the scoutmaster was there,when suddenly the scoutmaster appeared
630492ce98f024b7188676df,9,then a man came from nowhere,followed by a stranger emerging unexpectedly
630492ce98f024b7188676df,10,and grabbed him,who seized him
6323441a11146d51c1d5874d,1,yeh,Indeed
6323441a11146d51c1d5874d,2,i was in the boy scouts,I participated in the Boy Scouts
6323441a11146d51c1d5874d,3,and was doing the 50 yard,and I was performing the 50-yard dash
6323441a11146d51c1d5874d,4,and yelp,when suddenly
6323441a11146d51c1d5874d,5,i got the cramps,I experienced muscle cramps
63d44d432dba83234be6588c,1,He was in the Boy Scouts,He participated in the Boy Scouts
63d44d432dba83234be6588c,2,doing a race,engaged in a competition
63d44d432dba83234be6588c,3,going back and forth,moving to and fro
63d44d432dba83234be6588c,4,"and he got cramps,","when he experienced muscle spasms,"
63d44d432dba83234be6588c,5,the other boys and the scout master ignored him,his peers and the scout leader paid no attention to him
63d44d432dba83234be6588c,6,and thought he was lying,believing he was fabricating the story
63d44d432dba83234be6588c,7,then another came up at the end.,until someone else approached towards the conclusion.
63eff3ac389f8a4106938c59,1,Yeh so I was in the Boy Scouts,"So, I happened to be a member of the Boy Scouts"
63eff3ac389f8a4106938c59,2,and we was doing the 50 yard dash,and we were engaged in a 50-yard sprint
63eff3ac389f8a4106938c59,3,and we was at the pier doing the 50 yard dash,and the sprint was taking place on the pier
63eff3ac389f8a4106938c59,4,and there were maybe 8 or 9 of us,and our group consisted of about eight or nine individuals
63eff3ac389f8a4106938c59,5,and we was going up and down,and we were repeatedly running back and forth
63eff3ac389f8a4106938c59,6,and then going up again,then making our way back up once more
63eff3ac389f8a4106938c59,7,and I was running,and I was in the midst of running
63eff3ac389f8a4106938c59,8,and then I caught cramps,when suddenly I experienced muscle cramps
63eff3ac389f8a4106938c59,9,and I yelled out help,and I shouted for assistance
63eff3ac389f8a4106938c59,10,but the others didn’t listen,yet my peers seemed to ignore me
63eff3ac389f8a4106938c59,11,maybe they thought I was catching on or something,perhaps they assumed I was quickly catching up or something similar
63eff3ac389f8a4106938c59,12,and I was going down,and I found myself collapsing
63eff3ac389f8a4106938c59,13,and the scoutmaster was looking,and the scoutmaster was observing
63eff3ac389f8a4106938c59,14,but he wasn’t paying no attention to me,but he didn't seem to be giving me any attention
63eff3ac389f8a4106938c59,15,and then suddenly there was a guy there,"and out of nowhere, a man appeared"
63eff3ac389f8a4106938c59,16,I don’t know why,I'm not sure of the reason
63eff3ac389f8a4106938c59,17,and he jumped over and grabbed me.,and he leaped over and rescued me.
63f7792ffa2f18ec31a85d24,1,Yeh,Indeed
63f7792ffa2f18ec31a85d24,2,"we done the 50 year-dash,","we completed the half-century sprint,"
63f7792ffa2f18ec31a85d24,3,"racing,","hastening,"
63f7792ffa2f18ec31a85d24,4,but then,however
63f7792ffa2f18ec31a85d24,5,we were up the pair,we ascended together
63f7792ffa2f18ec31a85d24,6,"so we did the 50-yrad dash,","thus we undertook the fifty-yard dash,"
63f7792ffa2f18ec31a85d24,7,i started to get cramp,I began to feel a muscle spasm
63f7792ffa2f18ec31a85d24,8,"and yeld ""Help!""","and exclaimed ""Assistance!"""
63f7792ffa2f18ec31a85d24,9,"but fellows didn't believe me,","yet my peers were skeptical,"
63f7792ffa2f18ec31a85d24,10,then,afterward
63f7792ffa2f18ec31a85d24,11,the ScoutMaster was there.,the Scout Leader appeared.
640226e83e2c4614c50dff0e,1,In the boys scouts,Within the boy scouts
640226e83e2c4614c50dff0e,2,doing the 50 yard dash.,participating in the 50-yard sprint.
640226e83e2c4614c50dff0e,3,About 8 or 9 people.,Roughly eight or nine individuals.
640226e83e2c4614c50dff0e,4,Gramps was hurt,Grandpa sustained an injury
640226e83e2c4614c50dff0e,5,and tried to call for help,and attempted to summon assistance
640226e83e2c4614c50dff0e,6,but people didn't believe.,yet individuals were skeptical.
640226e83e2c4614c50dff0e,7,Got grabbed for no reason.,Seized without justification.
6414700ca2b49ecb73f91a6d,1,a boy was in the boy scouts,A young scout was part of the boy scouts group
6414700ca2b49ecb73f91a6d,2,and they went swimming off the pier.,where they enjoyed a swim from the dock.
6414700ca2b49ecb73f91a6d,3,the boy got cramp,The scout experienced a muscle cramp
6414700ca2b49ecb73f91a6d,4,but everyone ignored him,yet he was overlooked by the others
6414700ca2b49ecb73f91a6d,5,thinking he was just slow.,assuming he was merely lagging behind.
6414700ca2b49ecb73f91a6d,6,the scoutmaster did not notice him.,The leader of the scouts failed to spot him.
6414700ca2b49ecb73f91a6d,7,a stranger saw he was in difficulties,An onlooker noticed the boy struggling
6414700ca2b49ecb73f91a6d,8,and jumped in to help him.,and leapt into the water to assist him.
6414bb5268067523aa656cf6,1,They were in the Boy Scouts,They belonged to the Boy Scouts
6414bb5268067523aa656cf6,2,and doing a 50 yard dash at the pier.,participating in a sprint of 50 yards at the dock.
6414bb5268067523aa656cf6,3,There were 8/9 of them,The group consisted of 8 or 9 individuals
6414bb5268067523aa656cf6,4,and they were running up and down the pier.,who were sprinting back and forth on the dock.
6414bb5268067523aa656cf6,5,One of them got cramp,One individual experienced a muscle cramp
6414bb5268067523aa656cf6,6,but no one believed them,yet their claims were met with disbelief
6414bb5268067523aa656cf6,7,and the Scoutmaster just watched.,while the Scoutmaster simply observed.
6414bb5268067523aa656cf6,8,Then there was another man,"Subsequently, a different individual appeared"
6414bb5268067523aa656cf6,9,who came over,who approached the scene
6414bb5268067523aa656cf6,10,and grabbed them.,and seized the person.
648b920a66c5e3040ab14f6a,1,someone in the boy scouts,A member of the boy scouts
648b920a66c5e3040ab14f6a,2,did the 50 yard dash,completed the 50-yard sprint
648b920a66c5e3040ab14f6a,3,but they got cramps,yet they experienced muscle cramps
648b920a66c5e3040ab14f6a,4,while the others,as the rest
648b920a66c5e3040ab14f6a,5,were accusing of them,leveled accusations against them
648b920a66c5e3040ab14f6a,6,being slow.,for their sluggishness.
