,summary,rephrased_summary,total,len,rate,keypoints_id
61,"My daughter died twenty-eight years ago.|She died in Methodist Hospital after an appendicitis operation.|My oldest daughter, Victoria, checked on her after surgery.|They used a lot of ether during that time.|The hospital staff planned to get her out of bed too soon.|I blame them for the blood clot from taking her out of bed.|I was waiting for a call from the hospital for her discharge.|A store lady informed me to pick Marie up from the hospital.|I prepared coffee and cake for Marie's return.|They told me Marie saw me from a window at the hospital.|She was saying goodbye to other patients.|The hospital requested an extra payment and asked for Marie's girdle.|A nurse asked me to sit down when I arrived.|I prayed for another woman in the hospital as I waited.|A little aide mentioned a cold sweat to the nurse.|The nurse asked if Marie had fainting spells.|I entered the room and saw Marie sweating heavily.|I accused the hospital staff of killing my daughter.|The doctor explained they did not know what happened.|I went hysterical when my daughter passed away suddenly.|My daughter was only eighteen and getting ready to go home.|The hospital and store were confused about the situation.|My daughter Rita thought something was wrong.|Rita found me upset and learned Marie had died.|Rita had a physical reaction from the shock.|Marie mentioned pain in her leg and vision issues before collapsing.|I refused to let the hospital touch Marie after she died.|My husband and son both had heart attacks from the shock.|I informed my family and they were all shocked.|The neighborhood store owner remembered Marie fondly.|Marie was a quiet, pleasant, and good girl.","Twenty-eight years have passed since the loss of my daughter. She succumbed to complications following an appendectomy at Methodist Hospital. Victoria, my eldest, had gone to check on her post-operation. Ether was heavily used in those days for anesthesia. The medical team's decision to mobilize her prematurely, I believe, led to a fatal blood clot. I was anticipating a call to collect her post-recovery. Instead, a shopkeeper alerted me it was time to bring Marie home. I had arranged a warm welcome with coffee and cake. It was said that Marie glimpsed me from the hospital's window, bidding farewell to fellow patients. The hospital later demanded an additional fee and requested Marie's undergarment. Upon my arrival, a nurse urged me to take a seat. While waiting, I offered prayers for another patient. An attendant whispered to the nurse about Marie's sudden cold sweat. They inquired if she was prone to fainting. Entering the room, I found Marie drenched in sweat. I held the hospital accountable for her demise. The physician claimed ignorance over the cause. I was overcome with hysteria at her abrupt departure. At eighteen, she was on the cusp of returning home. Both the hospital and the local store were bewildered by the events. Rita, my other daughter, sensed trouble. She discovered me distraught and was informed of Marie's death, which caused her a visceral shock. Marie had complained of leg pain and blurred vision before she fell. I barred the hospital from handling her body post-mortem. The devastating news triggered heart attacks in both my husband and son. The entire family was stunned by the news. The neighborhood shopkeeper held a fond memory of Marie, who was known to be a quiet, amiable, and virtuous young woman.",527.92,1666,0.32,30_2
118,My daughter died twenty-eight years ago.|She died at Methodist Hospital.|She had an operation for appendicitis.|The operation was late Saturday afternoon.|Victoria visited her Sunday morning.|She was still under ether.|They used a lot of ether back then.|A nurse intended to get her out of bed.|Victoria questioned the nurse's decision.|The doctor ordered her out of bed.|She passed out when they tried to move her.|I blame them for the blood clot.|We were expecting her to come home.|I didn't have a phone then.|A store lady called me from the hospital.|They discharged Marie.|I had her clothes ready.|I prepared coffee for her.|I went to pick her up.|Marie saw me from the window.|I was told to pay additional board fees.|I was instructed to bring her girdle.|I encountered a nurse upon arriving.|I prayed for another patient in the hospital.|I was told Marie had a fainting spell.|I was taken to my daughter's room.|Marie was in her housecoat and slippers.|She was sweating profusely.|I accused them of killing my daughter.|The lady doctor arrived.|They couldn't explain what happened.|I screamed and went hysterical.|Marie was only eighteen years old.|My daughter died in front of me.|I was expecting her to come home.|Husband waited for her call.|The hospital continuously called the store.|Rita thought I was worked up.|My son-in-law drove to the hospital.|I was in the main hallway hysterical.|I refused medical assistance.|They had to physically hold me down.|I told Rita Marie died.|Rita collapsed on a marble floor.|Rita suffered pain after the shock.|Marie mentioned a pain and blindness.|They diagnosed it as a blood clot.|I refused to let them touch Marie.,"Twenty-eight years have passed since the loss of my daughter. Her life ended at Methodist Hospital following an appendectomy. The surgery took place late on a Saturday afternoon, and by Sunday morning, when Victoria came to see her, she was still under the influence of the heavy ether anesthesia commonly used at that time. A nurse had plans to help her out of bed, despite Victoria's concerns. The doctor had given orders for her to be mobilized. She collapsed during the attempt, which I believe led to the formation of a fatal blood clot. We were all anticipating her return home. At that time, I didn't own a telephone. The news of her discharge came through a call from a local store owner. I had her garments prepared and coffee brewing in anticipation of her arrival. As I went to collect her, she spotted me from the hospital window. Unexpectedly, I was asked to settle additional boarding charges and to bring her girdle. When I reached the hospital, I met with a nurse and offered prayers for another patient. I was informed that Marie had experienced a fainting episode. Upon entering her room, I found Marie in her housecoat and slippers, drenched in sweat. I confronted the staff, accusing them of causing my daughter's death. When the female doctor arrived, they were unable to provide an explanation for the tragedy. Overcome with emotion, I became hysterical. Marie was a mere eighteen years old when she passed away before my eyes, just as we were expecting her to return home. Her father was waiting for her phone call, while the hospital kept contacting the store. Rita assumed I was just overly agitated. My son-in-law came to the hospital, finding me in the main hallway, inconsolable. I rejected any medical help, and they had to restrain me physically. After I informed Rita of Marie's death, she collapsed onto the marble floor, later experiencing pain from the shock. Marie had complained of pain and loss of vision, symptoms that were attributed to a blood clot. I adamantly refused to let the hospital staff touch her again.",557.61,1669,0.33,48_2
101,My daughter died.|It was twenty-eight years ago.|She died on the thirtieth of the month.|She passed away at Methodist Hospital.|She had an appendicitis operation.|Victoria visited her post-operation.|Marie was under ether after surgery.|A nurse tried to get Marie out of bed.|Victoria questioned the nurse's decision.|Marie passed out when moved from the bed.|I blame the hospital for a blood clot.|The hospital called me about Marie's discharge.|I didn't have a phone at home then.|The store lady relayed the hospital call.|I prepared to pick Marie up.|Marie always wished for coffee.|Rita helped with cooking while I left.|I carried Marie's clothes to the hospital.|Marie saw me arriving from the window.|Hospital called about additional board fees.|A nurse asked me to sit at the hospital.|I prayed for another patient with many children.|I fell into a cold sweat waiting.|A nurse informed me Marie fainted.|I rushed to see Marie in bed.|Marie was sweating profusely in bed.|I accused the doctors of killing her.|Marie passed away as I turned away.|Marie was about to be discharged.|My husband waited for her at home.|The hospital repeatedly called the store.|Rita suspected I got upset about Marie.|Rita and my son-in-law came to the hospital.|I refused a calming shot at the hospital.|I had a breakdown in the hospital hall.|I informed Rita about Marie's death.|Rita fainted after hearing about Marie.|Rita suffers leg pain post-incident.|Marie collapsed after complaining about leg pain.|I refused to let them touch Marie's body.|News of Marie's death shocked the family.|My husband and son had heart attacks.|The neighborhood was greatly affected by Marie's death.,"I lost my daughter twenty-eight years ago, on the last day of the month. Her life ended at Methodist Hospital following complications from an appendectomy. After her surgery, while still under the effects of anesthesia, my daughter Marie was visited by Victoria. Despite Marie's groggy state, a nurse insisted on moving her from her bed, which led to Marie losing consciousness. I hold the hospital accountable for a fatal blood clot that developed. When it was time for her discharge, the hospital contacted me, but lacking a home phone, the message was conveyed through the local store owner. I was getting ready to bring Marie home, a place where she longed for her usual coffee. In my absence, Rita took over the kitchen duties. I brought Marie's clothes with me to the hospital, where she spotted me from her room window. The hospital staff mentioned additional charges for her stay, and a nurse suggested I wait there. During that time, I offered prayers for another patient who was a mother to many. Anxiety overtook me as I waited, and I was soon informed that Marie had fainted. I hurried to her bedside to find her drenched in sweat. I confronted the medical staff, accusing them of causing her death. Tragically, Marie died just as she was about to be released, with my husband waiting for her at home. The hospital kept calling the store to reach me. Rita, sensing my distress, arrived at the hospital with my son-in-law. I declined a sedative at the hospital and later suffered a breakdown in the corridor. After I told Rita about Marie's passing, she collapsed from the shock. Since then, Rita has experienced leg pain, which eerily mirrors the leg pain Marie complained about before she collapsed. I wouldn't allow the hospital staff to touch Marie post-mortem. The news of her passing sent shockwaves through our family, causing my husband and son to have heart attacks. Marie's death had a profound impact on our entire community.",456.98,1671,0.27,42_3
155,"I lost my daughter.|It'll be twenty-eight years this month.|She died at Methodist Hospital.|She had an operation for appendicitis.|It was late Saturday afternoon.|My oldest daughter, Victoria, visited her.|She was still under ether.|Back then, they used a lot of ether.|Victoria saw a chair there.|The nurse said they had to get her out of bed.|She passed out when they tried to get her up.|I blame them for the blood clot.|She was supposed to come home after ten days.|I got a call from the hospital.|They said Marie was discharged.|I had everything ready for her.|I went to pick her up.|She was with friends saying goodbye.|They asked me to bring her girdle.|I was waiting in the hospital.|I was praying for another patient.|A nurse's aide got some blankets.|The nurse asked about fainting spells.|I was called into the room.|Marie was sweating profusely.|I accused them of killing her.|Dr. Schwartz did the operation.|Dr. Montique was the assistant.|I was in hysterics.|Marie turned eighteen.|She was a beautiful girl.|I had to inform my family.|Rita was shocked and fainted.|Rita suffers phlebitis.|Marie complained of leg pain.|They later said it was a blood clot.|I refused to let them touch her.|I was driven home screaming.|Neighbors heard my screams.|I told my husband Mike.|Mike had a heart attack.|My son Michael collapsed too.|My sisters were waiting for news.|They were shocked at the news.|I informed relatives.|My brother-in-law was an undertaker.|I sent my son James to inform family.|Jamie told the sad news.|My sisters and mother were shocked.|The neighborhood was affected.|Annie at the store remembers Marie.|Marie used to stand quietly.|Marie was a good girl.|That's what happened.","Twenty-eight years ago this month, I experienced the loss of my daughter. She succumbed to complications at Methodist Hospital following an appendectomy. It was a late Saturday afternoon when my eldest, Victoria, went to see her. She hadn't fully recovered from the ether, which was heavily used in those days. Victoria noticed a chair in the room, and the nurse mentioned they needed to get my daughter out of bed. She lost consciousness when they attempted to stand her up. I hold them responsible for the blood clot that formed. She was scheduled to return home after ten days. The hospital called to inform me that Marie had been released. I had prepared everything for her return and went to collect her. She was bidding farewell to her friends. They requested that I bring her girdle. While waiting in the hospital, I prayed for another patient. A nurse's aide fetched some blankets, and a nurse inquired about any history of fainting. I was summoned into the room to find Marie drenched in sweat. I accused the staff of causing her death. The surgery was performed by Dr. Schwartz with Dr. Montique assisting. I was beside myself with grief. Marie had just turned eighteen and was a vision of beauty. The task of breaking the news to my family fell upon me. Rita was so stunned that she passed out, suffering from phlebitis herself. Marie had previously complained about leg pain, which was later attributed to a blood clot. I wouldn't allow the hospital staff to touch her again. My cries could be heard as I was driven home, alarming the neighbors. I had to tell my husband, Mike, who subsequently suffered a heart attack, and my son Michael also collapsed. My sisters were anxiously awaiting news and were devastated when they heard. I reached out to other relatives. My brother-in-law, who worked as an undertaker, was informed. I sent my son James to relay the tragic news to the family. Jamie delivered the heartbreaking update. My sisters and mother were deeply affected, as was the entire neighborhood. Annie, who runs the local store, still recalls Marie, who was known for her quiet demeanor and kind nature. That is the account of the tragedy that befell us.",713.47,1702,0.42,59_3
83,"I remember my daughter died twenty-eight years ago.|She passed away on the thirtieth of the month.|My daughter died at Methodist Hospital.|She had an operation for appendicitis.|They operated on her late Saturday afternoon.|Victoria visited her the next Sunday morning.|Victoria found my daughter still under ether.|The nurse said they needed to get her out of bed.|Victoria questioned the nurse’s decision to move her.|When they moved her, she passed out, and they put her back in bed.|I blame them for the blood clot that developed.|I was waiting for a call from the hospital.|I didn't have a phone, so the store lady called me.|The hospital called to say my daughter was discharged.|I prepared to pick up my daughter from the hospital.|I asked Rita to finish cooking and make coffee.|I brought my daughter’s things to the hospital.|Marie saw me from the windows at Wolf Street.|The hospital wanted ten dollars more for her board.|The nurse instructed me to sit down upon arrival.|I prayed for another lady with ten children.|A nurse aide fetched blankets as I got chills.|A nurse asked if my daughter had fainting spells before.|I said, “Don't tell me you’re running for my daughter!”|I found my daughter on the bed covered in sweat.|I accused the doctors of killing my daughter.|The doctor said they didn't know what happened.|I was asked to talk to her, but I couldn't.|I went hysterical and pulled my hair in distress.|My husband waited at home, not knowing the situation.|The hospital repeatedly tried to reach us.|The staff was unaware of what had happened.|Rita and my son-in-law came to find me.|I refused medical help at the hospital.|I informed Rita that Marie died.|Rita collapsed upon hearing the news.","It's been twenty-eight years since the loss of my daughter. Her death occurred at the end of the month. She was at Methodist Hospital for an appendectomy. The surgery took place late on a Saturday. The following morning, Victoria went to see her and found her still affected by the anesthesia. The nurse insisted she should be moved, despite Victoria's concerns. When they did, she lost consciousness and was returned to her bed. I hold them responsible for the subsequent blood clot. I was awaiting a call from the hospital, but lacking a phone, the store owner relayed the message. The hospital informed me that my daughter had been released. I got ready to collect her, asking Rita to continue cooking and to brew some coffee. I took my daughter's belongings with me to the hospital. Marie spotted me from her vantage point on Wolf Street. The hospital charged an additional ten dollars for her stay. Upon my arrival, a nurse told me to take a seat. I offered prayers for another woman with a large family. As I began to feel cold, a nurse aide brought me blankets. Another nurse inquired if my daughter had a history of fainting. In a panic, I asked, 'Are you telling me something happened to my daughter?' I found her drenched in sweat on the bed. I confronted the doctors, accusing them of causing her death. They claimed ignorance of the cause. They asked me to speak to her, but I was overcome with hysteria, tearing at my hair in anguish. My husband was at home, oblivious to the unfolding tragedy. The hospital had made several attempts to contact us. The staff was in the dark about the incident. Rita and my son-in-law arrived to find me in that state. I declined any medical assistance for myself at the hospital. I broke the devastating news to Rita that Marie had passed, which caused her to faint.",526.17,1716,0.31,37_3
73,"My daughter died twenty-eight years ago this month.|She died at Methodist Hospital after an appendicitis operation.|The operation happened late on a Saturday afternoon.|Victoria, my eldest daughter, visited the hospital on Sunday.|Marie was still under ether when Victoria visited.|Victoria questioned the nurse about getting Marie out of bed.|The nurse insisted it was the doctor's orders.|Marie passed out when taken out of bed.|I blame the hospital for Marie's blood clot.|I waited for a call from the hospital to pick up Marie.|A lady from a store called to inform me of Marie's discharge.|I prepared coffee and cake for Marie's return.|I went to the hospital to bring Marie home.|Marie saw me arriving from the hospital window.|I was told it would cost extra for Marie's board.|The nurse at the hospital asked me to sit and wait.|I prayed for another patient at the hospital.|I felt uneasy while waiting for news.|The nurse informed me Marie had a fainting spell.|I went to Marie's room and saw her in distress.|I accused the medical staff of harming my daughter.|The doctor claimed they didn't know what happened.|Marie died while I was in the room.|My husband was waiting for Marie to come home.|The hospital kept calling to check on Marie's pickup.|Rita thought I was upset about Marie.|Rita and my son-in-law came to the hospital.|I was hysterical and refused medical help.|I was taken home, screaming in distress.|I informed my husband of Marie's death, causing his heart attack.|My son also had a heart attack due to the shock.|My sisters had been waiting for news about Marie.|My young son delivered the tragic news to my sisters.|The neighborhood remembered and mourned Marie.|Annie at the store often talks about Marie fondly.","It has been twenty-eight years since I lost my daughter in the same month. She succumbed to complications following an appendectomy at Methodist Hospital. The surgery was performed late on a Saturday. The next day, my oldest daughter, Victoria, went to see her at the hospital. Marie was still unconscious from the anesthesia during her visit. Victoria was concerned about Marie being mobilized and spoke to the nurse, who claimed it was on the doctor's instructions. Unfortunately, Marie collapsed when they attempted to get her up, which I believe led to the fatal blood clot. I was anticipating a call from the hospital to collect Marie, but instead, a store clerk notified me of her release. I had coffee and cake ready to welcome her home. Upon my arrival at the hospital to fetch Marie, she spotted me from her window. I was informed there would be an additional charge for her stay. A nurse asked me to wait, so I took a seat and offered a prayer for another patient. An unsettling feeling overcame me as I awaited an update. The nurse eventually told me Marie had fainted. When I entered her room, I found her in agony. I confronted the staff, accusing them of negligence. The doctor professed ignorance about the cause. Tragically, Marie passed away in my presence. Back home, my husband was awaiting her return. The hospital continued to call about when Marie would be picked up. My friend Rita sensed my distress and, along with my son-in-law, came to the hospital. Overwhelmed by grief, I rejected any medical assistance and was taken home in a state of hysteria. The news of Marie's passing triggered a heart attack in my husband, and shockingly, my son suffered the same fate. My sisters had been anxiously waiting for an update, which my young son had to deliver. The local community shared in our sorrow for Marie. Annie, from the store, still speaks of Marie with great affection.",503.98,1740,0.29,34_2
108,"I lost my daughter twenty-eight years ago.|She died on the thirtieth of this month.|My daughter died at Methodist Hospital.|She had an appendicitis operation.|The operation took place late Saturday afternoon.|Victoria visited her Sunday morning.|Victoria found her still under ether.|The nurse insisted on getting her out of bed.|My daughter passed out being moved.|I blame them for causing a blood clot.|After ten days, I waited for a call.|A store lady called me to get Marie.|Marie was discharged from the hospital.|I prepared coffee and cake for her.|I went to the hospital to bring Marie home.|I carried her clothes for her discharge.|Marie saw me arrive from her window.|I was warned about additional charges.|The nurse asked me to sit and wait.|I prayed for another patient in bad shape.|Feeling unwell, I received an update.|A nurse asked if Marie had fainting spells.|Marie was in a bad state with cold sweats.|I accused them of harming her.|A lady doctor failed to explain.|I was too distraught to comfort my daughter.|Marie passed away in bed.|We were prepared to bring her home.|The hospital was unaware of her death.|Rita thought I was ill from stress.|I refused a shot in my hysteria.|Rita collapsed upon hearing the news.|The shock caused severe leg pain for Rita.|Marie mentioned a pain before collapsing.|Doctors ruled it was a blood clot.|I threatened the hospital staff.|I was hysterical on the car ride home.|Neighbors heard my cries of grief.|My husband had a heart attack from the shock.|Michael, my son, also had a heart attack.|I informed family about the tragedy.|Jamie delivered the sad news to family.|Our entire family and neighborhood were shocked.|Annie recalls memories of Marie at the store.|Marie was quiet and well-loved.","Twenty-eight years ago, I experienced the loss of my daughter. Her passing occurred on the last day of this month. She was at Methodist Hospital, where she underwent surgery for appendicitis. The procedure happened late on a Saturday afternoon. The following morning, Victoria went to see her and found her still affected by the anesthesia. Despite this, the nurse pushed for her to get out of bed, which led to my daughter fainting, and I suspect this caused a fatal blood clot. After a tense ten-day wait, a call came, not from the hospital, but from a store clerk, informing me to pick up Marie, who had been released. I had coffee and cake ready to celebrate her return. At the hospital, I brought her clothes for her discharge and she spotted me from her window. However, I was cautioned about potential extra fees and told to sit tight. In the meantime, I offered prayers for another patient who was in critical condition. Soon after, feeling sick myself, I was approached by a nurse inquiring if Marie had a history of fainting. She was in a dire state, suffering from cold sweats. I held the hospital responsible for her deteriorating condition. A female doctor couldn't provide satisfactory answers, and I was too overwhelmed to soothe my daughter. Tragically, she died in her hospital bed, just as we were ready to take her home. The hospital staff was oblivious to her demise. Rita, thinking I was overwhelmed by stress, offered me a shot, which I refused in my frantic state. Upon learning of Marie's death, Rita was so shocked that she collapsed, experiencing intense leg pain. Marie had complained of a similar pain before she collapsed. The doctors concluded it was a blood clot that took her life. In my grief, I confronted the hospital staff and was inconsolable on the drive home. My anguished wails were heard by the neighbors. The news of Marie's death caused my husband to suffer a heart attack, and my son Michael also had one. I had the grim task of informing the rest of the family about the calamity. Jamie took on the role of passing along the heartbreaking news to our relatives. The entire family and our neighbors were in disbelief. Annie, reflecting on Marie's presence at the store, remembered her as a quiet and dearly loved individual.",597.28,1755,0.34,45_1
88,"My daughter died twenty-eight years ago this month.|She died at Methodist Hospital after an appendicitis operation.|Victoria visited her in the hospital the next morning.|Marie was still under ether when Victoria visited.|A nurse insisted on getting Marie out of bed.|Marie passed out when they tried to get her up.|I blame them for the blood clot she got.|I waited for a call from the hospital for her discharge.|The store lady with a phone called me.|I prepared to pick Marie up from the hospital.|I had everything ready for her return.|Marie saw me and her dress from the window.|The hospital mentioned an additional board fee.|They told me to bring her girdle.|A nurse asked me to sit and wait.|I prayed for another lady in the hospital.|I started getting chills and a cold sweat.|The nurse asked if Marie had fainting spells.|I rushed to Marie's room where she was sweating.|I accused them of killing my daughter.|A doctor and nurse assisted when I was hysterical.|I turned around and Marie passed away.|Marie was just getting ready to go home.|The hospital was unaware of what happened initially.|Rita thought I was sick from worry.|Rita and her husband came to the hospital.|I was in the main hallway, hysterical.|They tried to calm me with a shot.|I refused the shot and accused the staff.|Rita fainted upon hearing about Marie's death.|Rita suffers from pain similar to phlebitis.|Marie mentioned a leg pain and blindness before collapsing.|They said Marie died from a blood clot.|I refused to let them touch Marie's body.|I was screaming on the way home.|My husband had a heart attack from the shock.|My son Michael also collapsed from a heart attack.|My family was waiting for Marie's return.|The news of Marie's death shocked the entire neighborhood.","It's been twenty-eight years since I lost my daughter in the same month. She succumbed to complications following an appendectomy at Methodist Hospital. Victoria had gone to see her the following day, but Marie was still unconscious from the anesthesia. Despite this, a nurse insisted Marie should stand, which led to her fainting, and I can't help but hold them responsible for the subsequent blood clot. I was anticipating a call to collect her after discharge, but instead, the local store owner with a telephone informed me. I had made all the preparations for her homecoming. From the hospital window, Marie could see me and the dress I brought for her. The hospital then mentioned an extra charge for her stay and instructed me to bring her girdle. While waiting as instructed by a nurse, I offered prayers for another patient. Soon, I began to feel chills and broke out in a cold sweat. The nurse inquired if Marie had a history of fainting. I hurried to her room to find her perspiring profusely. I confronted the staff, accusing them of causing my daughter's death. In my hysteria, a doctor and nurse came to my aid. As I turned away, Marie took her last breath. She was on the verge of being discharged. Initially, the hospital staff was confused about the events. Rita, assuming I was overwhelmed with worry, came to the hospital with her husband. I was distraught in the main corridor. They attempted to sedate me, but I refused and blamed the staff. Rita collapsed when she learned of Marie's demise. She experiences pain akin to phlebitis, which is poignant given Marie had complained of leg pain and temporary blindness before she collapsed. The official cause of death was a blood clot. I wouldn't allow them to touch Marie's body and screamed all the way home. The news was too much for my husband, who suffered a heart attack, and my son Michael also had a heart attack. Our family had been eagerly awaiting Marie's return, and her untimely death sent shockwaves through our neighborhood.",592.83,1762,0.34,39_2
99,"My daughter died.|It'll be twenty-eight years this month.|She died at Methodist Hospital.|She had an operation for appendicitis.|The operation was late Saturday afternoon.|Victoria visited the hospital on Sunday morning.|My daughter was still under ether.|Back then, they used a lot of ether.|A nurse wanted to get her out of bed.|Victoria questioned the nurse about the chair.|The nurse mentioned the doctor's orders.|They got her out of bed despite being too sick.|She passed out and was put back in bed.|I blame them for the blood clot.|I waited ten days for her call to come home.|I didn't have a phone then.|The store lady called me to pick her up.|I prepared clothes and coffee for her return.|I went to the hospital with her belongings.|She was saying goodbyes when I arrived.|They mentioned extra charges for board.|They requested her girdle to be brought.|At the hospital, I was asked to sit and wait.|I prayed for another lady with ten children.|A nurse noticed I was in a cold sweat.|The nurse asked if my daughter fainted often.|I was terrified they were running for my daughter.|I found her sweating heavily on the bed.|I accused them of killing my daughter.|The doctor claimed they didn't know what happened.|My daughter passed away in front of me.|My husband was waiting for her at home.|The hospital kept calling for her pick-up.|Rita got worried when hospital called back.|I was hysterical when my family came.|Rita collapsed upon hearing the news.|She suffers leg pain from the shock.|Later, it was said she died from a blood clot.|I refused further hospital intervention on her.|I was distraught and screamed all the way home.|My husband had a heart attack from the shock.|My son also collapsed with a heart attack.|My family and neighborhood were all shocked.","It has been nearly three decades since my daughter passed away, twenty-eight years this month to be exact. Her death occurred at Methodist Hospital following an appendectomy. The surgery took place late on a Saturday, and by Sunday morning, when Victoria came to visit, my daughter hadn't fully recovered from the ether, which was heavily used at that time. Despite my daughter's weak state, a nurse insisted on moving her from the bed to a chair, citing the doctor's instructions. Shortly after being moved, she fainted and was returned to her bed. I hold the hospital staff responsible for the blood clot that formed. For ten days, I anticipated a call to bring her home, but I didn't own a telephone. The local store owner eventually informed me that I could collect her. I readied her clothes and brewed coffee, expecting her homecoming. With her personal items in hand, I went to the hospital, only to find her in the midst of farewells. The hospital staff brought up additional boarding fees and asked for her girdle. While waiting at the hospital, I offered prayers for another woman who had ten children. A nurse noticed my distress and inquired if my daughter was prone to fainting. Panic set in as I thought they were rushing to attend to her. I discovered her in bed, drenched in sweat. I accused the medical team of causing her death. The doctor denied knowing the cause. She died right before my eyes. Back at home, my husband awaited her return, unaware of the tragedy. The hospital continued to call for her discharge. Rita became anxious with the repeated calls. My family arrived to find me in a state of hysteria. The devastating news caused Rita to faint, and she has since suffered from leg pain due to the shock. It was later confirmed that a blood clot took my daughter's life. I declined any further medical procedures for her. Overwhelmed with grief, I screamed all the way back to my house. The news triggered a heart attack in my husband, and my son also suffered a heart attack. The entire family and our neighbors were stunned by the tragedy.",556.11,1779,0.31,42_1
104,"My daughter died 28 years ago this month.|She died at Methodist Hospital after appendicitis surgery.|The surgery took place late on a Saturday.|Victoria visited her the next morning.|The nurse wanted to get her out of bed.|Victoria opposed getting her out due to ether.|They attempted to get her out of bed.|She passed out when they did.|I blame them for causing her blood clot.|After ten days, I awaited her discharge call.|A neighbor informed me about her discharge.|I was preparing everything for her return.|I offered her the first cup of coffee daily.|I went to the hospital to pick her up.|I brought her clothes and coat.|She waved from the window on Wolf Street.|They charged extra for her additional stay.|They requested I bring her girdle.|Upon arrival, the nurse asked me to sit.|I prayed for another lady in the hospital.|The nurse asked about my daughter's fainting.|I feared they were running to my daughter.|I found my daughter in cold sweats.|I accused them of killing my daughter.|The doctor was unsure of what happened.|I refused to talk to my dying daughter.|My daughter was only eighteen and beautiful.|My husband was waiting for her at home.|The hospital called repeatedly for her pickup.|Rita thought I became sick over Marie.|Rita and her husband came to the hospital.|I refused a doctor's injection offer.|I blamed them aggressively for my loss.|Rita collapsed upon hearing about Marie's death.|Rita suffers leg pain affecting walking.|Marie complained of leg pain and blindness.|They believed a blood clot caused her death.|I threatened to burn down the hospital.|I wouldn’t let them touch my daughter.|I screamed all the way home.|My husband had a heart attack upon hearing.|My son Michael also had a heart attack.|James informed my sisters of Marie's death.","It has been 28 years since my daughter passed away in the month of April. She succumbed to complications following an appendectomy at Methodist Hospital. The operation was performed late on a Saturday evening, and the following morning, Victoria went to see her. Despite Victoria's reservations about moving her due to the effects of ether, the nurses tried to help her out of bed, which caused her to faint. I hold them responsible for the blood clot that developed. Ten days later, as I was eagerly anticipating the call to bring her home, a neighbor broke the news of her release. I had been getting everything ready for her return, including our routine of me offering her the first cup of coffee each day. When I arrived at the hospital to collect her, I had her clothes and coat with me. She greeted me with a wave from the window on Wolf Street. The hospital had incurred additional charges for her prolonged stay and asked me to bring her girdle. Upon my arrival, a nurse requested that I take a seat. While there, I said a prayer for another patient. Suddenly, the nurse inquired about my daughter's earlier fainting spell, and I became anxious, fearing they were rushing to attend to her. I discovered my daughter in a state of cold sweats and accused the staff of causing her death. The doctor was at a loss to explain what had transpired. Overwhelmed with emotion, I couldn't bring myself to speak to my daughter as she lay dying. She was only eighteen, young and beautiful, with her father at home waiting for her. The hospital had been calling persistently for someone to pick her up. Rita, under the impression that I was unwell because of Marie, came to the hospital with her husband. I turned down an injection offered by a doctor, and I vehemently blamed the hospital staff for my devastating loss. Rita was so shocked by the news of Marie's death that she collapsed. Rita now endures leg pain that hampers her ability to walk, a symptom Marie had also experienced along with sudden blindness. It was suspected that a blood clot led to her untimely demise. In my grief and anger, I threatened to destroy the hospital and refused to let them near my daughter again. I left the hospital screaming, and upon learning of the tragedy, my husband suffered a heart attack. My son Michael experienced a heart attack as well. It was James who had the difficult task of informing my sisters about Marie's passing.",709.19,1783,0.4,43_3
